url_path,views_total,views_unique
/ErnakovichLab/metagenomic_methods_ernakovich_lab/blob/main/README.md,9,1
/ErnakovichLab/metagenomic_methods_ernakovich_lab,3,2
/ErnakovichLab/metagenomic_methods_ernakovich_lab/blob/main/data_QC/multiqc_config.yaml,2,1
/ErnakovichLab/metagenomic_methods_ernakovich_lab/blob/main/data_QC/README.md,2,1
